Crop,State,Season,Soil_Type,Weather_Condition,Area,Rainfall,Temperature,Humidity,Fertilizer_Usage,Pesticide_Usage,Yield_Per_Hectare,Total_Yield
Jowar,Karnataka,Summer,Peaty,Dry,4.51,928.0,44.0,31.5,384.2,1.85,1377.16,6211.3
Rice,Karnataka,Zaid,Sandy,Humid,42.1,541.1,40.7,70.6,126.6,1.03,3046.72,128256.81
Bajra,MP,Rabi,Peaty,Rainy,10.36,2363.5,37.8,72.2,157.5,0.68,1694.65,17548.51
Barley,Haryana,Rabi,Loamy,Humid,13.89,307.3,28.0,82.1,61.1,3.41,2386.92,33150.06
Barley,MP,Kharif,Clay,Dry,48.77,2413.2,22.0,27.5,116.7,3.54,3958.76,193059.04
Soybean,AP,Kharif,Chalky,Cloudy,36.58,1215.1,25.2,42.0,145.2,1.4,2281.58,83454.11
Groundnut,Rajasthan,Rabi,Peaty,Humid,37.47,948.6,35.0,73.8,311.5,4.8,2921.42,109451.33
Jowar,Bihar,Zaid,Sandy,Cloudy,30.26,529.9,42.0,33.1,208.8,1.94,1115.38,33752.62
Cotton,Gujarat,Summer,Chalky,Dry,44.01,1130.4,23.7,37.6,289.6,0.66,1615.53,71105.18
Rice,Rajasthan,Winter,Sandy,Rainy,32.6,1759.4,41.5,37.6,168.1,3.55,3794.47,123688.27
Wheat,Maharashtra,Zaid,Chalky,Humid,15.64,1257.1,20.6,67.7,275.0,0.61,3969.13,62057.78
Wheat,Rajasthan,Rabi,Clay,Sunny,46.42,999.3,24.9,62.9,160.5,3.29,3445.15,159929.72
Barley,Gujarat,Winter,Peaty,Cloudy,2.41,621.9,41.8,90.4,401.2,4.61,3101.57,7487.03
Jowar,Gujarat,Kharif,Peaty,Sunny,49.22,2095.3,31.6,42.1,139.0,1.88,1609.04,79191.41
Wheat,Maharashtra,Zaid,Chalky,Cloudy,32.39,246.8,36.7,22.7,498.8,4.38,3497.87,113295.87
Sugarcane,Haryana,Summer,Chalky,Rainy,2.09,2260.4,34.6,75.3,51.2,3.18,81960.16,171464.14
Groundnut,Haryana,Rabi,Chalky,Humid,1.37,1624.2,28.7,62.5,454.7,4.85,4628.24,6338.32
Wheat,Karnataka,Rabi,Sandy,Rainy,24.96,1029.3,41.2,85.8,365.4,3.31,4538.19,113259.48
Wheat,UP,Kharif,Sandy,Humid,27.77,1971.9,26.1,74.8,234.8,1.47,5526.48,153492.32
Rice,Haryana,Summer,Sandy,Sunny,32.63,2230.5,20.5,83.0,104.7,1.15,5057.18,165004.19
Sugarcane,Karnataka,Kharif,Clay,Dry,4.04,1870.5,30.3,72.7,264.6,1.63,111450.22,449835.36
Cotton,Maharashtra,Zaid,Loamy,Rainy,38.66,528.5,21.1,71.4,302.1,1.1,1568.64,60642.98
Barley,Gujarat,Winter,Chalky,Sunny,39.04,2167.5,28.1,48.4,386.5,4.57,4476.23,174743.25
Barley,Bihar,Rabi,Chalky,Rainy,9.83,2004.4,32.9,87.0,127.4,2.16,3711.75,36469.91
Groundnut,Punjab,Zaid,Peaty,Humid,14.38,2443.7,20.5,47.1,388.8,3.32,4375.69,62920.34
Cotton,Rajasthan,Rabi,Clay,Humid,17.03,1283.9,15.8,26.9,358.7,2.2,2387.01,40639.36
Maize,Karnataka,Zaid,Peaty,Rainy,5.14,1996.1,44.7,59.8,357.3,1.26,4053.3,20831.48
Sugarcane,AP,Kharif,Sandy,Dry,35.76,1064.5,42.8,27.1,216.9,3.57,71236.45,2547153.26
Wheat,Haryana,Zaid,Clay,Humid,27.94,1733.7,42.9,71.5,194.2,1.07,3458.28,96615.98
Cotton,Haryana,Kharif,Chalky,Cloudy,46.94,2422.4,44.2,22.9,475.8,4.99,2612.26,122611.2
Bajra,UP,Kharif,Chalky,Humid,41.64,848.7,31.4,26.2,461.9,2.08,1756.48,73141.9
Groundnut,Haryana,Winter,Peaty,Sunny,19.83,1077.1,22.9,23.4,170.6,0.36,2045.77,40559.36
Maize,MP,Kharif,Clay,Rainy,29.34,1471.8,40.8,27.6,206.2,2.74,2896.83,84982.41
Jowar,UP,Winter,Loamy,Humid,5.0,1384.0,16.9,46.7,320.5,2.82,2024.05,10119.24
Groundnut,Karnataka,Rabi,Clay,Humid,42.6,534.0,15.9,90.0,287.0,2.74,2459.66,104775.21
Maize,Gujarat,Summer,Sandy,Humid,44.35,1173.6,38.2,92.9,211.5,2.09,3673.07,162883.26
Jowar,AP,Zaid,Clay,Cloudy,45.49,2089.7,44.2,24.4,120.3,0.62,1475.89,67138.1
Bajra,Gujarat,Winter,Loamy,Sunny,6.09,2290.5,21.0,75.8,448.3,2.94,3621.85,22052.36
Wheat,Gujarat,Kharif,Loamy,Cloudy,44.49,950.0,19.0,56.7,386.0,0.64,3881.87,172686.26
Soybean,Bihar,Kharif,Clay,Cloudy,42.33,1585.0,28.6,50.6,273.8,0.3,2281.01,96561.43
Barley,Karnataka,Kharif,Peaty,Cloudy,7.61,1720.4,34.8,83.6,388.3,2.3,4727.05,35959.09
Soybean,Haryana,Summer,Loamy,Rainy,17.21,1348.3,35.2,92.6,114.9,4.38,2501.71,43052.22
Rice,Gujarat,Kharif,Chalky,Humid,18.39,1106.5,21.1,25.3,397.8,1.32,5225.06,96105.43
Bajra,Haryana,Zaid,Sandy,Humid,13.09,366.2,37.3,76.8,499.0,4.51,2435.85,31894.6
Rice,Bihar,Summer,Sandy,Rainy,31.3,328.7,41.6,56.1,363.9,0.36,2686.82,84109.62
Wheat,Rajasthan,Winter,Sandy,Rainy,22.7,1036.2,44.8,62.8,262.7,2.53,3565.22,80937.78
Rice,Maharashtra,Winter,Chalky,Humid,43.33,1189.5,32.4,76.8,169.7,4.46,4586.67,198721.57
Cotton,Punjab,Winter,Peaty,Sunny,11.79,929.1,21.4,87.9,454.6,0.6,2232.88,26326.5
Rice,MP,Winter,Chalky,Humid,25.78,1158.3,21.6,74.1,334.1,0.59,4676.96,120563.21
Maize,Karnataka,Rabi,Clay,Dry,45.52,2104.1,19.9,85.3,172.5,0.5,4049.78,184352.34
Sugarcane,Karnataka,Kharif,Chalky,Rainy,49.64,1760.4,36.9,36.0,85.5,1.46,65872.53,3270196.78
Wheat,Punjab,Rabi,Sandy,Humid,5.24,1338.4,39.6,78.1,472.0,0.79,4057.04,21268.48
Jowar,AP,Winter,Sandy,Dry,19.74,1421.6,41.8,39.3,158.1,1.39,1278.23,25232.95
Cotton,UP,Kharif,Loamy,Rainy,49.78,231.5,25.7,41.1,168.0,1.19,1356.09,67503.6
Groundnut,Punjab,Winter,Clay,Cloudy,37.95,319.4,40.1,90.4,497.2,0.71,2228.22,84565.05
Cotton,Haryana,Rabi,Peaty,Rainy,44.79,226.7,44.0,55.5,409.2,0.72,1485.97,66550.86
Sugarcane,Gujarat,Rabi,Loamy,Humid,45.47,1268.4,27.7,83.7,190.4,4.11,98190.84,4464786.18
Wheat,MP,Summer,Peaty,Sunny,48.7,1113.5,33.0,38.1,270.7,0.46,3440.76,167566.69
Soybean,AP,Summer,Silty,Sunny,34.54,2483.7,26.9,66.8,483.3,4.17,4599.17,158838.06
Maize,AP,Rabi,Clay,Cloudy,6.99,1807.7,28.7,59.8,115.9,0.78,3230.32,22564.49
Groundnut,Maharashtra,Rabi,Loamy,Sunny,30.24,568.7,21.3,41.2,279.3,2.6,2681.13,81081.88
Barley,Maharashtra,Zaid,Sandy,Dry,1.21,2279.0,16.3,44.2,306.1,2.64,4266.79,5147.55
Soybean,Maharashtra,Zaid,Peaty,Dry,10.45,2286.7,22.9,41.1,235.8,0.78,3066.87,32059.11
Barley,Punjab,Rabi,Chalky,Humid,1.17,670.6,35.5,77.3,427.9,1.53,3320.17,3869.59
Cotton,AP,Kharif,Sandy,Cloudy,18.9,828.0,26.6,32.0,94.0,2.65,1678.35,31712.93
Bajra,UP,Rabi,Loamy,Sunny,42.88,730.9,40.5,30.4,311.1,4.45,2011.92,86268.18
Maize,Punjab,Winter,Clay,Humid,36.96,2328.3,28.4,33.0,71.5,1.31,3410.13,126026.18
Sugarcane,Karnataka,Summer,Chalky,Humid,1.69,1695.7,21.3,72.2,189.4,4.38,93367.68,157782.84
Barley,Rajasthan,Kharif,Loamy,Humid,43.15,546.7,23.4,27.0,144.9,1.27,2721.71,117443.93
Rice,Punjab,Zaid,Loamy,Cloudy,39.46,2415.4,36.2,26.0,230.9,3.27,3702.65,146112.16
Bajra,Rajasthan,Kharif,Loamy,Humid,48.75,1544.4,28.4,36.7,344.0,3.46,2351.06,114613.17
Cotton,Bihar,Kharif,Sandy,Cloudy,20.05,1599.3,16.2,77.1,94.8,2.04,1866.86,37422.83
Sugarcane,AP,Kharif,Sandy,Cloudy,14.55,474.4,18.1,25.8,317.0,1.03,77823.25,1132358.2
Cotton,Rajasthan,Rabi,Chalky,Rainy,20.24,1925.9,17.2,26.7,343.4,2.49,2089.2,42290.4
Bajra,UP,Winter,Clay,Sunny,49.06,2342.7,37.1,72.0,201.6,0.61,2454.82,120422.13
Barley,Maharashtra,Rabi,Sandy,Dry,17.86,698.5,32.6,46.1,345.8,0.18,3306.24,59048.7
Maize,UP,Kharif,Silty,Rainy,24.69,378.3,20.7,44.1,238.7,3.01,3012.55,74379.75
Wheat,Bihar,Kharif,Chalky,Sunny,8.06,1641.8,17.2,34.2,202.0,0.48,3628.61,29260.74
Cotton,Maharashtra,Winter,Clay,Sunny,16.85,1462.0,21.0,21.5,303.0,2.38,1799.7,30328.69
Groundnut,UP,Rabi,Peaty,Rainy,23.95,1937.5,41.4,92.3,196.0,4.01,3201.7,76673.4
Soybean,Maharashtra,Summer,Chalky,Rainy,0.51,2052.6,24.9,44.0,222.4,3.19,3329.23,1704.28
Barley,Karnataka,Rabi,Loamy,Rainy,37.51,847.7,15.6,60.6,480.5,2.02,3228.1,121100.35
Wheat,Gujarat,Zaid,Silty,Cloudy,34.6,2258.6,36.0,75.1,180.7,1.59,3997.71,138316.31
Sugarcane,UP,Zaid,Sandy,Rainy,5.97,2107.7,33.1,34.0,293.9,1.48,105980.87,632686.4
Maize,Karnataka,Rabi,Chalky,Dry,2.06,1723.7,26.1,68.5,210.3,3.4,4606.83,9494.5
Rice,Karnataka,Winter,Chalky,Humid,1.93,1154.1,28.0,55.0,367.2,1.61,5363.99,10329.26
Soybean,Karnataka,Summer,Peaty,Cloudy,36.73,1490.1,21.7,58.3,284.4,2.99,2833.49,104071.96
Maize,Rajasthan,Zaid,Clay,Rainy,38.6,936.3,40.2,82.4,350.5,3.36,3618.46,139658.1
Rice,UP,Winter,Silty,Rainy,3.94,1341.6,29.2,43.3,441.7,0.94,5559.31,21927.57
Cotton,Bihar,Zaid,Peaty,Sunny,43.88,934.6,32.6,25.8,166.0,0.56,1322.63,58032.64
Barley,AP,Kharif,Peaty,Rainy,21.95,1255.5,44.1,42.2,332.3,2.16,2954.67,64861.86
Maize,Punjab,Zaid,Loamy,Humid,31.01,737.3,31.3,36.7,116.1,2.91,2589.95,80315.0
Soybean,MP,Summer,Sandy,Rainy,13.69,1129.6,36.1,22.9,480.7,0.33,1937.36,26521.95
Maize,Gujarat,Summer,Loamy,Sunny,35.22,2468.7,28.2,58.9,284.8,2.74,4781.53,168425.15
Maize,Rajasthan,Rabi,Sandy,Sunny,35.39,938.3,32.3,64.6,191.8,1.81,3265.38,115551.83
Cotton,AP,Zaid,Sandy,Dry,40.41,2243.4,40.5,52.5,391.4,0.58,2404.9,97175.79
Bajra,Rajasthan,Zaid,Chalky,Rainy,21.56,2248.3,27.9,60.0,479.9,1.57,3198.79,68959.78
Bajra,AP,Winter,Sandy,Sunny,6.01,2273.0,31.2,73.9,151.4,0.91,1994.53,11982.01
Groundnut,Punjab,Winter,Loamy,Cloudy,15.57,1350.3,27.7,32.9,211.2,1.05,2419.63,37673.54
Barley,MP,Kharif,Sandy,Sunny,47.52,263.7,19.2,62.8,382.0,2.74,2973.44,141301.77
Rice,UP,Kharif,Chalky,Humid,2.49,742.6,26.2,33.7,82.8,1.2,3888.54,9691.09
Wheat,UP,Winter,Sandy,Cloudy,32.66,393.5,20.4,55.7,344.1,0.81,3641.25,118940.26
Barley,Rajasthan,Rabi,Peaty,Sunny,20.06,1703.7,28.1,78.2,373.7,0.72,4003.29,80305.55
Cotton,Gujarat,Kharif,Loamy,Dry,16.55,1564.4,31.2,69.7,383.2,2.26,2269.38,37559.13
Rice,Karnataka,Kharif,Loamy,Humid,24.87,2266.4,20.7,93.7,413.5,3.58,7613.73,189328.35
Wheat,MP,Summer,Sandy,Dry,34.97,1973.9,38.8,26.9,75.0,4.02,4235.92,148126.39
Maize,Maharashtra,Rabi,Chalky,Humid,1.59,292.6,39.8,65.6,285.7,4.73,2935.36,4669.98
Maize,Gujarat,Winter,Silty,Dry,9.03,2086.5,25.1,27.2,403.2,2.33,4354.68,39323.78
Sugarcane,AP,Kharif,Clay,Cloudy,27.79,675.3,25.2,64.8,466.2,4.61,124964.23,3472311.66
Barley,AP,Summer,Loamy,Humid,38.2,445.2,18.5,65.4,492.6,1.29,3026.79,115632.34
Rice,Karnataka,Kharif,Clay,Rainy,10.77,802.9,28.0,29.2,85.4,3.43,4127.11,44449.49
Jowar,Maharashtra,Winter,Silty,Dry,31.6,1888.4,33.6,92.7,138.8,4.76,1936.75,61200.87
Bajra,AP,Rabi,Peaty,Dry,38.58,1825.9,16.2,61.0,89.7,4.98,2390.14,92221.67
Wheat,Haryana,Kharif,Loamy,Humid,44.37,771.9,40.1,54.4,173.2,4.93,3167.74,140563.35
Bajra,Punjab,Kharif,Loamy,Dry,23.92,2434.0,26.2,47.9,137.8,0.66,2313.02,55336.99
Soybean,Haryana,Kharif,Sandy,Dry,49.28,983.0,24.4,87.9,313.3,1.15,2639.95,130094.7
Jowar,Karnataka,Zaid,Loamy,Rainy,26.0,1790.5,17.3,80.4,112.7,2.15,1779.61,46261.91
Wheat,Rajasthan,Zaid,Silty,Dry,2.48,2121.0,21.3,44.6,441.5,3.76,6505.62,16112.11
Barley,Rajasthan,Zaid,Sandy,Cloudy,16.28,1757.5,43.4,67.9,388.2,3.78,3821.19,62192.83
Sugarcane,Rajasthan,Zaid,Clay,Sunny,42.23,614.7,16.9,48.4,436.5,1.18,82675.16,3491069.02
Maize,Karnataka,Summer,Chalky,Dry,36.51,911.2,26.2,55.2,242.1,2.62,3171.05,115768.83
Sugarcane,Punjab,Winter,Silty,Sunny,32.09,1552.5,21.9,68.4,200.7,4.61,129897.95,4167960.33
Groundnut,Maharashtra,Rabi,Peaty,Cloudy,34.14,1935.4,20.2,62.4,460.5,4.84,3583.1,122340.14
Groundnut,Gujarat,Kharif,Peaty,Dry,3.57,1277.1,39.8,53.8,117.1,4.93,2998.15,10696.09
Groundnut,MP,Kharif,Clay,Sunny,35.12,985.7,28.0,30.8,125.6,0.91,2127.88,74728.72
Soybean,Maharashtra,Zaid,Peaty,Rainy,39.08,1016.4,44.5,33.6,315.9,0.54,1711.66,66886.84
Cotton,AP,Winter,Loamy,Rainy,28.01,1314.9,40.1,90.2,495.1,2.04,2171.62,60821.17
Rice,Haryana,Rabi,Loamy,Cloudy,41.96,705.2,25.5,21.5,489.6,0.43,4313.33,181007.41
Maize,UP,Winter,Silty,Dry,23.49,1387.1,25.0,40.8,345.2,0.69,3905.81,91733.13
Groundnut,AP,Winter,Chalky,Humid,43.25,921.8,22.4,76.4,57.9,1.41,2333.71,100939.91
Maize,Maharashtra,Rabi,Peaty,Dry,24.88,1673.4,27.4,42.4,477.8,0.67,4656.66,115859.1
Sugarcane,Gujarat,Zaid,Peaty,Humid,22.43,895.4,44.6,40.4,270.5,2.08,67623.3,1516660.76
Rice,Haryana,Zaid,Silty,Rainy,43.85,681.1,33.8,26.1,446.2,0.35,4489.58,196847.03
Rice,Bihar,Zaid,Sandy,Rainy,35.98,453.5,38.7,32.6,205.5,3.83,3511.7,126341.68
Barley,AP,Zaid,Sandy,Cloudy,42.28,2055.8,33.7,40.2,177.8,0.71,3671.39,155244.62
Jowar,Punjab,Winter,Peaty,Sunny,19.72,786.8,27.0,80.6,484.9,3.22,2611.19,51494.64
Barley,Gujarat,Rabi,Chalky,Rainy,7.15,2345.0,41.8,34.2,204.5,3.11,3251.75,23242.54
Jowar,Rajasthan,Winter,Chalky,Humid,26.26,2340.7,43.0,92.7,106.4,0.89,1509.28,39629.39
Wheat,Karnataka,Winter,Clay,Rainy,18.18,2249.4,32.8,80.4,242.3,0.66,3883.78,70626.11
Groundnut,Gujarat,Zaid,Loamy,Sunny,26.58,1435.6,28.2,77.9,282.5,3.09,2556.13,67933.72
Jowar,Rajasthan,Winter,Chalky,Sunny,2.4,1506.9,27.0,93.3,278.4,2.81,2161.3,5192.39
Cotton,AP,Kharif,Chalky,Rainy,34.14,2449.5,39.9,69.4,381.2,4.69,3174.42,108381.85
Wheat,Punjab,Zaid,Loamy,Dry,19.54,506.3,26.6,90.7,450.4,2.67,3824.04,74734.01
Jowar,AP,Summer,Chalky,Humid,9.81,1444.0,21.8,93.1,225.7,4.56,2274.59,22302.83
Jowar,Haryana,Zaid,Chalky,Sunny,11.87,287.2,33.5,29.8,204.4,3.41,1469.56,17450.81
Barley,MP,Zaid,Sandy,Humid,17.09,203.0,24.2,40.9,227.1,0.75,2436.95,41659.12
Barley,Punjab,Kharif,Sandy,Dry,22.87,1393.9,39.3,52.1,365.7,2.23,3883.85,88840.82
Wheat,AP,Kharif,Loamy,Humid,29.18,2035.8,38.6,47.3,494.9,3.01,5058.19,147600.98
Jowar,Rajasthan,Rabi,Loamy,Dry,44.69,1355.0,34.4,35.7,237.8,4.33,1721.7,76938.38
Sugarcane,UP,Rabi,Chalky,Rainy,2.62,1754.3,27.4,29.3,239.0,1.05,77704.84,203621.45
Sugarcane,AP,Kharif,Sandy,Humid,38.82,1596.2,15.7,89.8,358.8,0.27,92451.06,3589289.29
Cotton,Bihar,Kharif,Silty,Rainy,22.15,373.3,43.4,89.0,358.0,2.39,1719.29,38081.17
Rice,Haryana,Summer,Loamy,Rainy,8.43,217.8,27.7,30.3,122.2,0.48,3067.54,25848.14
Wheat,Karnataka,Kharif,Sandy,Humid,2.12,359.4,22.7,60.8,382.8,3.06,3766.96,7972.48
Wheat,Punjab,Kharif,Silty,Dry,18.51,1892.9,30.4,75.4,458.3,4.61,6869.32,127133.31
Sugarcane,Karnataka,Rabi,Chalky,Humid,29.31,2290.7,26.6,89.5,343.4,4.57,184882.98,5418372.56
Cotton,MP,Winter,Chalky,Cloudy,24.53,662.5,18.7,45.9,111.9,4.99,1616.91,39656.37
Bajra,Rajasthan,Summer,Chalky,Humid,21.97,1749.0,27.7,85.4,199.7,0.75,2028.86,44582.41
Soybean,Gujarat,Summer,Peaty,Rainy,20.39,2359.4,33.2,31.9,276.0,4.33,3124.73,63718.52
Cotton,Gujarat,Kharif,Clay,Dry,8.56,297.4,31.8,60.8,142.4,3.51,1568.37,13426.7
Groundnut,MP,Winter,Peaty,Cloudy,38.16,1241.3,38.8,77.7,350.5,4.29,3213.59,122629.65
Rice,Karnataka,Kharif,Peaty,Dry,9.3,317.9,35.5,38.8,274.9,3.76,3943.13,36675.15
Cotton,UP,Zaid,Silty,Cloudy,33.72,2403.2,38.1,65.3,495.8,1.4,2767.89,93330.52
Rice,Punjab,Kharif,Clay,Dry,46.27,438.3,31.3,43.6,172.1,3.26,3760.67,174006.54
Bajra,Maharashtra,Winter,Loamy,Sunny,47.4,294.9,42.6,65.7,413.3,1.98,1883.76,89294.84
Maize,Punjab,Zaid,Sandy,Cloudy,0.94,633.9,35.7,24.9,260.8,3.35,2953.29,2779.59
Groundnut,Maharashtra,Summer,Peaty,Cloudy,3.09,1908.5,20.2,22.4,253.0,4.34,3150.77,9733.15
Sugarcane,Gujarat,Summer,Chalky,Rainy,34.75,266.8,33.5,30.6,475.3,4.67,82468.36,2865738.11
Groundnut,AP,Summer,Chalky,Rainy,2.64,987.7,17.3,49.5,351.5,2.4,2574.02,6794.26
Cotton,MP,Rabi,Peaty,Humid,7.19,1569.4,25.3,36.9,337.8,2.34,2167.85,15596.33
Sugarcane,Maharashtra,Zaid,Chalky,Humid,33.64,261.4,29.0,24.3,133.9,2.85,63083.41,2122137.29
Cotton,Punjab,Zaid,Clay,Rainy,45.22,219.5,21.5,82.0,351.8,4.48,1859.1,84059.73
Sugarcane,Bihar,Winter,Clay,Dry,2.27,1381.1,33.3,34.3,173.0,3.24,91955.37,208360.17
Barley,Bihar,Rabi,Clay,Cloudy,32.73,1723.1,27.1,43.8,470.2,3.97,4663.42,152615.81
Rice,Gujarat,Kharif,Peaty,Cloudy,49.97,1833.3,37.9,90.4,101.1,3.55,4464.68,223114.56
Rice,Maharashtra,Kharif,Clay,Dry,17.01,1215.5,30.9,53.7,271.9,1.56,3704.35,62996.6
Maize,UP,Zaid,Chalky,Humid,29.31,2008.1,20.1,28.1,387.2,1.6,4230.03,123966.29
Sugarcane,UP,Kharif,Silty,Dry,26.31,837.5,21.3,26.6,120.1,3.87,75229.31,1978984.99
Rice,Karnataka,Winter,Loamy,Humid,41.25,2005.5,41.7,62.2,208.4,3.07,4501.03,185671.46
Cotton,AP,Kharif,Chalky,Sunny,38.3,508.2,17.7,88.1,291.0,4.3,1903.12,72886.42
Bajra,Bihar,Rabi,Chalky,Humid,20.62,2191.4,43.2,94.5,481.6,0.13,2694.04,55560.84
Maize,MP,Zaid,Loamy,Dry,23.45,438.2,28.7,48.2,309.9,2.25,3063.18,71845.95
Sugarcane,Haryana,Winter,Chalky,Cloudy,39.35,2297.8,36.4,51.7,79.6,4.07,89257.34,3511960.78
Cotton,Punjab,Winter,Loamy,Dry,30.73,2423.8,35.1,47.2,471.1,2.87,2803.69,86145.04
Cotton,Maharashtra,Summer,Chalky,Humid,23.57,1664.3,23.9,33.7,327.5,1.25,1767.1,41645.67
Soybean,Haryana,Kharif,Sandy,Sunny,32.7,1019.1,43.9,90.2,431.6,4.61,2924.19,95631.0
Rice,Maharashtra,Winter,Sandy,Sunny,44.59,1847.6,44.9,46.1,424.8,3.52,4490.96,200245.61
Cotton,Maharashtra,Winter,Silty,Humid,31.46,1101.9,44.7,55.9,152.7,1.97,1594.77,50174.68
Jowar,Haryana,Winter,Silty,Humid,22.0,970.9,25.1,60.7,136.4,2.73,1496.17,32915.48
Cotton,Gujarat,Kharif,Loamy,Sunny,20.67,1315.8,35.1,47.7,145.9,4.44,1619.51,33480.01
Rice,Rajasthan,Summer,Peaty,Sunny,14.21,972.1,34.2,34.3,460.8,2.38,5199.11,73884.47
Jowar,Karnataka,Summer,Chalky,Rainy,2.05,549.9,19.3,94.1,60.0,0.92,1202.45,2462.53
Bajra,Punjab,Zaid,Loamy,Rainy,4.4,1740.2,19.1,70.3,490.6,2.71,2990.47,13154.06
Jowar,Rajasthan,Summer,Peaty,Humid,28.81,2470.1,39.8,39.9,376.6,1.15,1768.37,50949.07
Maize,Haryana,Winter,Clay,Cloudy,39.64,844.3,40.1,68.3,228.9,2.17,3300.94,130832.95
Jowar,Punjab,Zaid,Clay,Cloudy,11.96,779.0,29.0,87.3,117.3,4.15,1852.47,22148.34
Sugarcane,Bihar,Rabi,Sandy,Humid,40.21,1417.8,35.5,66.7,118.8,4.24,92581.34,3722691.51
Bajra,Bihar,Zaid,Loamy,Sunny,44.21,907.0,35.8,76.5,118.2,2.06,1492.56,65980.3
Jowar,Karnataka,Rabi,Sandy,Rainy,34.48,696.5,36.3,90.1,304.3,3.1,1892.0,65231.91
Maize,Maharashtra,Winter,Peaty,Sunny,22.54,338.8,38.9,22.6,365.3,0.21,2160.08,48695.45
Cotton,Rajasthan,Summer,Peaty,Humid,16.63,2406.5,43.5,20.8,140.6,4.97,2400.86,39914.51
Rice,Gujarat,Rabi,Peaty,Sunny,1.58,1763.0,31.4,32.7,417.9,1.91,5093.94,8045.55
Groundnut,AP,Winter,Clay,Rainy,18.63,1605.2,42.3,79.3,303.5,0.47,2738.62,51011.64
Rice,Karnataka,Zaid,Sandy,Humid,27.55,2393.2,20.5,65.5,145.2,3.11,6338.7,174642.88
Jowar,Rajasthan,Rabi,Peaty,Rainy,16.86,1437.9,42.6,60.5,367.5,1.85,1883.9,31757.19
Barley,Punjab,Winter,Chalky,Dry,12.12,368.1,32.7,86.5,214.1,3.27,3315.03,40193.39
Rice,Karnataka,Zaid,Peaty,Sunny,14.95,1989.7,41.8,74.3,259.3,0.52,4235.13,63335.1
Cotton,Rajasthan,Rabi,Chalky,Cloudy,40.91,1828.4,16.8,87.8,405.5,1.22,2248.86,92001.44
Wheat,Rajasthan,Summer,Loamy,Humid,23.09,672.5,21.2,31.4,296.0,4.61,4400.22,101597.79
Cotton,Rajasthan,Zaid,Silty,Sunny,32.36,760.5,15.7,80.7,271.0,1.6,2016.07,65239.76
Maize,Punjab,Rabi,Clay,Sunny,44.89,2316.0,42.2,59.5,148.7,4.01,3433.65,154133.75
Bajra,AP,Zaid,Silty,Sunny,8.13,1242.3,41.2,62.8,445.3,1.06,1866.39,15175.12
Wheat,Rajasthan,Summer,Clay,Cloudy,2.96,1349.0,22.6,88.3,229.3,3.21,3223.39,9527.8
Cotton,Haryana,Rabi,Clay,Humid,30.71,1829.2,34.8,28.6,181.0,0.73,1713.57,52619.21
Rice,Bihar,Zaid,Sandy,Rainy,17.39,2423.2,32.8,80.1,169.1,1.13,5210.35,90633.01
Jowar,AP,Summer,Loamy,Dry,36.92,821.0,25.6,85.4,189.0,2.78,1955.28,72183.08
Sugarcane,Rajasthan,Rabi,Sandy,Cloudy,21.69,2138.0,39.2,74.8,258.5,1.69,105216.88,2282216.9
Soybean,Rajasthan,Summer,Chalky,Humid,6.08,1319.9,20.8,84.6,164.1,3.2,2461.14,14961.84
Maize,MP,Kharif,Sandy,Humid,44.92,863.5,22.5,90.4,414.2,4.12,4380.01,196742.63
Maize,Gujarat,Winter,Clay,Sunny,41.94,658.2,21.0,23.2,486.7,4.06,3845.06,161248.02
Rice,UP,Winter,Peaty,Sunny,30.06,1849.8,28.4,85.5,282.7,0.81,4806.22,144492.02
Bajra,Rajasthan,Summer,Loamy,Cloudy,10.29,2084.5,42.3,81.0,187.3,2.97,2572.98,26474.66
Wheat,Karnataka,Winter,Sandy,Cloudy,49.3,1267.6,32.9,32.0,180.2,3.11,4238.14,208928.94
Wheat,Gujarat,Rabi,Silty,Cloudy,6.53,1461.9,15.4,57.6,363.9,0.46,4232.05,27639.68
Bajra,Gujarat,Rabi,Peaty,Cloudy,21.22,301.9,32.7,61.2,85.1,4.72,1781.91,37813.83
Bajra,Rajasthan,Zaid,Peaty,Sunny,27.12,2171.3,23.1,76.7,308.6,0.34,2290.13,62103.18
Cotton,Gujarat,Rabi,Sandy,Rainy,19.48,1292.3,33.0,62.8,67.5,3.78,1670.88,32541.92
Bajra,Maharashtra,Summer,Peaty,Dry,41.92,1178.9,21.6,26.5,237.5,3.13,2080.92,87238.2
Barley,UP,Zaid,Loamy,Sunny,49.3,1705.8,28.6,86.6,362.5,1.81,4340.51,213968.68
Cotton,Maharashtra,Zaid,Peaty,Humid,27.76,776.2,26.1,27.3,151.9,4.5,1862.61,51711.57
Barley,MP,Zaid,Clay,Rainy,32.32,276.4,44.9,27.4,357.2,1.34,2663.93,86086.96
Jowar,Punjab,Rabi,Loamy,Cloudy,44.02,1461.5,23.6,90.1,360.9,1.18,1905.13,83862.76
Barley,Punjab,Rabi,Loamy,Cloudy,6.55,1336.1,23.3,62.7,253.2,2.23,3409.03,22331.13
Wheat,Punjab,Summer,Chalky,Humid,36.46,1835.4,26.5,88.4,174.8,1.11,4304.85,156974.74
Jowar,MP,Summer,Sandy,Dry,15.24,1489.7,22.7,25.5,378.8,1.57,1753.62,26720.15
